буква       raw    |   enc
  а:       0.0820  |  0.0082
  б:       0.0164  |  0.0082
  в:       0.0246  |  0.0205
  г:       0.0041  |  0.0041
  д:       0.0164  |  0.0205
  е:       0.0574  |  0.0369
  ж:       0.0041  |  0.0123
  з:       0.0000  |  0.0041
  и:       0.0533  |  0.0369
  й:       0.0082  |  0.0369
  к:       0.0615  |  0.0328
  л:       0.0492  |  0.0287
  м:       0.0205  |  0.0205
  н:       0.0615  |  0.0492
  о:       0.0779  |  0.0164
  п:       0.0328  |  0.0164
  р:       0.0328  |  0.0082
  с:       0.0369  |  0.0082
  т:       0.0451  |  0.0328
  у:       0.0369  |  0.0328
  ф:       0.0000  |  0.0369
  х:       0.0000  |  0.0287
  ц:       0.0041  |  0.0287
  ч:       0.0041  |  0.0533
  ш:       0.0041  |  0.0533
  щ:       0.0000  |  0.0246
  ъ:       0.0000  |  0.0246
  ы:       0.0246  |  0.0287
  ь:       0.0164  |  0.0287
  э:       0.0000  |  0.0205
  ю:       0.0000  |  0.0205
  я:       0.0205  |  0.0123
  ё:       0.0000  |  0.0000
