буква       raw    |   enc
  а:       0.0445  |  0.0121
  б:       0.0081  |  0.0040
  в:       0.0364  |  0.0081
  г:       0.0243  |  0.0243
  д:       0.0162  |  0.0000
  е:       0.0607  |  0.0081
  ж:       0.0000  |  0.0243
  з:       0.0121  |  0.0162
  и:       0.0607  |  0.0121
  й:       0.0040  |  0.0364
  к:       0.0445  |  0.0202
  л:       0.0567  |  0.0121
  м:       0.0162  |  0.0486
  н:       0.0607  |  0.0405
  о:       0.1255  |  0.0283
  п:       0.0202  |  0.0243
  р:       0.0526  |  0.0243
  с:       0.0648  |  0.0162
  т:       0.0648  |  0.0243
  у:       0.0162  |  0.0324
  ф:       0.0000  |  0.0243
  х:       0.0121  |  0.0243
  ц:       0.0081  |  0.0445
  ч:       0.0121  |  0.0324
  ш:       0.0000  |  0.0445
  щ:       0.0000  |  0.0810
  ъ:       0.0000  |  0.0445
  ы:       0.0121  |  0.0121
  ь:       0.0202  |  0.0688
  э:       0.0000  |  0.0162
  ю:       0.0000  |  0.0364
  я:       0.0121  |  0.0121
  ё:       0.0000  |  0.0081
