буква       raw    |   enc
  а:       0.0518  |  0.0199
  б:       0.0080  |  0.0080
  в:       0.0558  |  0.0120
  г:       0.0040  |  0.0239
  д:       0.0558  |  0.0040
  е:       0.0837  |  0.0239
  ж:       0.0159  |  0.0239
  з:       0.0159  |  0.0159
  и:       0.0239  |  0.0159
  й:       0.0040  |  0.0398
  к:       0.0159  |  0.0398
  л:       0.0120  |  0.0080
  м:       0.0159  |  0.0677
  н:       0.0319  |  0.0040
  о:       0.0876  |  0.0319
  п:       0.0199  |  0.0279
  р:       0.0319  |  0.0279
  с:       0.0478  |  0.0120
  т:       0.0837  |  0.0398
  у:       0.0159  |  0.0478
  ф:       0.0000  |  0.0040
  х:       0.0000  |  0.0120
  ц:       0.0040  |  0.0199
  ч:       0.0199  |  0.0199
  ш:       0.0040  |  0.0159
  щ:       0.0000  |  0.0398
  ъ:       0.0000  |  0.0319
  ы:       0.0120  |  0.0359
  ь:       0.0279  |  0.0438
  э:       0.0000  |  0.0199
  ю:       0.0040  |  0.0319
  я:       0.0518  |  0.0199
  ё:       0.0000  |  0.0159
