буква       raw    |   enc
  а:       0.1008  |  0.0000
  б:       0.0121  |  0.0081
  в:       0.0242  |  0.0000
  г:       0.0242  |  0.0202
  д:       0.0081  |  0.0040
  е:       0.0242  |  0.0484
  ж:       0.0081  |  0.0121
  з:       0.0161  |  0.0040
  и:       0.0444  |  0.0282
  й:       0.0121  |  0.0121
  к:       0.0323  |  0.0363
  л:       0.0645  |  0.0202
  м:       0.0323  |  0.0202
  н:       0.0565  |  0.0403
  о:       0.1089  |  0.0081
  п:       0.0161  |  0.0323
  р:       0.0363  |  0.0323
  с:       0.0444  |  0.0202
  т:       0.0645  |  0.0403
  у:       0.0242  |  0.0323
  ф:       0.0040  |  0.0242
  х:       0.0000  |  0.0363
  ц:       0.0081  |  0.0444
  ч:       0.0121  |  0.0565
  ш:       0.0000  |  0.0605
  щ:       0.0000  |  0.0403
  ъ:       0.0000  |  0.0323
  ы:       0.0081  |  0.0282
  ь:       0.0161  |  0.0161
  э:       0.0000  |  0.0040
  ю:       0.0000  |  0.0323
  я:       0.0121  |  0.0202
  ё:       0.0000  |  0.0000
