буква       raw    |   enc
  а:       0.0514  |  0.0079
  б:       0.0158  |  0.0079
  в:       0.0277  |  0.0158
  г:       0.0158  |  0.0237
  д:       0.0198  |  0.0040
  е:       0.0791  |  0.0119
  ж:       0.0000  |  0.0158
  з:       0.0079  |  0.0119
  и:       0.0514  |  0.0000
  й:       0.0000  |  0.0553
  к:       0.0237  |  0.0198
  л:       0.0316  |  0.0316
  м:       0.0119  |  0.0079
  н:       0.0553  |  0.0356
  о:       0.0870  |  0.0158
  п:       0.0514  |  0.0277
  р:       0.0593  |  0.0316
  с:       0.0316  |  0.0198
  т:       0.0711  |  0.0277
  у:       0.0198  |  0.0395
  ф:       0.0000  |  0.0356
  х:       0.0040  |  0.0158
  ц:       0.0000  |  0.0079
  ч:       0.0158  |  0.0395
  ш:       0.0040  |  0.0277
  щ:       0.0000  |  0.0356
  ъ:       0.0040  |  0.0356
  ы:       0.0040  |  0.0435
  ь:       0.0158  |  0.0632
  э:       0.0000  |  0.0277
  ю:       0.0000  |  0.0316
  я:       0.0277  |  0.0079
  ё:       0.0000  |  0.0040
