буква       raw    |   enc
  а:       0.0656  |  0.0123
  б:       0.0123  |  0.0123
  в:       0.0328  |  0.0164
  г:       0.0082  |  0.0123
  д:       0.0533  |  0.0082
  е:       0.0369  |  0.0205
  ж:       0.0000  |  0.0164
  з:       0.0246  |  0.0123
  и:       0.0533  |  0.0246
  й:       0.0082  |  0.0287
  к:       0.0164  |  0.0451
  л:       0.0287  |  0.0205
  м:       0.0205  |  0.0205
  н:       0.0410  |  0.0246
  о:       0.0902  |  0.0328
  п:       0.0205  |  0.0287
  р:       0.0246  |  0.0205
  с:       0.0287  |  0.0410
  т:       0.0738  |  0.0287
  у:       0.0287  |  0.0451
  ф:       0.0000  |  0.0164
  х:       0.0164  |  0.0205
  ц:       0.0000  |  0.0328
  ч:       0.0082  |  0.0574
  ш:       0.0041  |  0.0410
  щ:       0.0000  |  0.0246
  ъ:       0.0000  |  0.0123
  ы:       0.0287  |  0.0246
  ь:       0.0164  |  0.0369
  э:       0.0082  |  0.0205
  ю:       0.0287  |  0.0041
  я:       0.0123  |  0.0287
  ё:       0.0000  |  0.0000
