буква       raw    |   enc
  а:       0.0750  |  0.0125
  б:       0.0042  |  0.0000
  в:       0.0333  |  0.0125
  г:       0.0125  |  0.0167
  д:       0.0208  |  0.0083
  е:       0.0833  |  0.0292
  ж:       0.0083  |  0.0167
  з:       0.0125  |  0.0083
  и:       0.0375  |  0.0250
  й:       0.0000  |  0.0417
  к:       0.0208  |  0.0333
  л:       0.0417  |  0.0167
  м:       0.0292  |  0.0167
  н:       0.0667  |  0.0375
  о:       0.0750  |  0.0083
  п:       0.0292  |  0.0375
  р:       0.0417  |  0.0167
  с:       0.0375  |  0.0125
  т:       0.0542  |  0.0458
  у:       0.0167  |  0.0208
  ф:       0.0000  |  0.0208
  х:       0.0042  |  0.0042
  ц:       0.0000  |  0.0292
  ч:       0.0167  |  0.0208
  ш:       0.0042  |  0.0375
  щ:       0.0000  |  0.0458
  ъ:       0.0042  |  0.0417
  ы:       0.0125  |  0.0375
  ь:       0.0042  |  0.0250
  э:       0.0000  |  0.0125
  ю:       0.0000  |  0.0292
  я:       0.0083  |  0.0208
  ё:       0.0000  |  0.0125
