буква       raw    |   enc
  а:       0.0402  |  0.0161
  б:       0.0120  |  0.0120
  в:       0.0361  |  0.0201
  г:       0.0080  |  0.0361
  д:       0.0321  |  0.0281
  е:       0.0683  |  0.0281
  ж:       0.0080  |  0.0120
  з:       0.0120  |  0.0201
  и:       0.0361  |  0.0241
  й:       0.0080  |  0.0201
  к:       0.0201  |  0.0361
  л:       0.0562  |  0.0281
  м:       0.0442  |  0.0201
  н:       0.0482  |  0.0201
  о:       0.1044  |  0.0361
  п:       0.0241  |  0.0281
  р:       0.0442  |  0.0442
  с:       0.0482  |  0.0241
  т:       0.0361  |  0.0120
  у:       0.0241  |  0.0281
  ф:       0.0000  |  0.0241
  х:       0.0120  |  0.0241
  ц:       0.0040  |  0.0281
  ч:       0.0201  |  0.0201
  ш:       0.0000  |  0.0442
  щ:       0.0000  |  0.0361
  ъ:       0.0000  |  0.0321
  ы:       0.0201  |  0.0201
  ь:       0.0080  |  0.0120
  э:       0.0000  |  0.0080
  ю:       0.0040  |  0.0201
  я:       0.0080  |  0.0241
  ё:       0.0000  |  0.0000
