буква       raw    |   enc
  а:       0.0569  |  0.0203
  б:       0.0163  |  0.0244
  в:       0.0488  |  0.0244
  г:       0.0081  |  0.0244
  д:       0.0244  |  0.0203
  е:       0.1138  |  0.0203
  ж:       0.0203  |  0.0407
  з:       0.0203  |  0.0163
  и:       0.0244  |  0.0081
  й:       0.0122  |  0.0244
  к:       0.0569  |  0.0285
  л:       0.0244  |  0.0203
  м:       0.0122  |  0.0244
  н:       0.0569  |  0.0244
  о:       0.0650  |  0.0163
  п:       0.0081  |  0.0244
  р:       0.0285  |  0.0203
  с:       0.0366  |  0.0244
  т:       0.0650  |  0.0488
  у:       0.0041  |  0.0447
  ф:       0.0000  |  0.0203
  х:       0.0122  |  0.0244
  ц:       0.0000  |  0.0203
  ч:       0.0081  |  0.0041
  ш:       0.0000  |  0.0407
  щ:       0.0000  |  0.0122
  ъ:       0.0000  |  0.0244
  ы:       0.0081  |  0.0122
  ь:       0.0122  |  0.0407
  э:       0.0000  |  0.0163
  ю:       0.0041  |  0.0163
  я:       0.0203  |  0.0081
  ё:       0.0000  |  0.0285
