буква       raw    |   enc
  а:       0.0579  |  0.0124
  б:       0.0083  |  0.0289
  в:       0.0207  |  0.0083
  г:       0.0165  |  0.0083
  д:       0.0165  |  0.0165
  е:       0.0579  |  0.0289
  ж:       0.0041  |  0.0207
  з:       0.0248  |  0.0289
  и:       0.0620  |  0.0207
  й:       0.0289  |  0.0248
  к:       0.0289  |  0.0248
  л:       0.0165  |  0.0289
  м:       0.0289  |  0.0083
  н:       0.0579  |  0.0124
  о:       0.0868  |  0.0372
  п:       0.0248  |  0.0124
  р:       0.0331  |  0.0289
  с:       0.0372  |  0.0331
  т:       0.0496  |  0.0372
  у:       0.0331  |  0.0248
  ф:       0.0000  |  0.0124
  х:       0.0083  |  0.0289
  ц:       0.0000  |  0.0165
  ч:       0.0207  |  0.0207
  ш:       0.0041  |  0.0248
  щ:       0.0041  |  0.0496
  ъ:       0.0000  |  0.0372
  ы:       0.0124  |  0.0165
  ь:       0.0041  |  0.0083
  э:       0.0000  |  0.0207
  ю:       0.0000  |  0.0413
  я:       0.0124  |  0.0207
  ё:       0.0000  |  0.0165
