буква       raw    |   enc
  а:       0.0366  |  0.0163
  б:       0.0081  |  0.0244
  в:       0.0569  |  0.0163
  г:       0.0244  |  0.0325
  д:       0.0407  |  0.0366
  е:       0.0610  |  0.0285
  ж:       0.0081  |  0.0122
  з:       0.0122  |  0.0203
  и:       0.0407  |  0.0244
  й:       0.0163  |  0.0122
  к:       0.0325  |  0.0285
  л:       0.0407  |  0.0285
  м:       0.0244  |  0.0285
  н:       0.0366  |  0.0244
  о:       0.1260  |  0.0285
  п:       0.0163  |  0.0041
  р:       0.0325  |  0.0244
  с:       0.0325  |  0.0163
  т:       0.0366  |  0.0203
  у:       0.0203  |  0.0366
  ф:       0.0000  |  0.0325
  х:       0.0041  |  0.0285
  ц:       0.0081  |  0.0203
  ч:       0.0122  |  0.0285
  ш:       0.0000  |  0.0366
  щ:       0.0000  |  0.0081
  ъ:       0.0000  |  0.0244
  ы:       0.0244  |  0.0203
  ь:       0.0122  |  0.0203
  э:       0.0000  |  0.0366
  ю:       0.0041  |  0.0163
  я:       0.0163  |  0.0203
  ё:       0.0000  |  0.0285
