буква       raw    |   enc
  а:       0.0569  |  0.0163
  б:       0.0203  |  0.0163
  в:       0.0325  |  0.0569
  г:       0.0163  |  0.0122
  д:       0.0081  |  0.0366
  е:       0.0407  |  0.0122
  ж:       0.0244  |  0.0203
  з:       0.0122  |  0.0285
  и:       0.0569  |  0.0447
  й:       0.0203  |  0.0366
  к:       0.0366  |  0.0285
  л:       0.0325  |  0.0325
  м:       0.0244  |  0.0163
  н:       0.0285  |  0.0081
  о:       0.0732  |  0.0325
  п:       0.0081  |  0.0122
  р:       0.0569  |  0.0366
  с:       0.0447  |  0.0325
  т:       0.0447  |  0.0163
  у:       0.0407  |  0.0203
  ф:       0.0000  |  0.0203
  х:       0.0122  |  0.0285
  ц:       0.0000  |  0.0244
  ч:       0.0000  |  0.0163
  ш:       0.0122  |  0.0285
  щ:       0.0000  |  0.0163
  ъ:       0.0000  |  0.0203
  ы:       0.0081  |  0.0203
  ь:       0.0285  |  0.0203
  э:       0.0122  |  0.0244
  ю:       0.0081  |  0.0081
  я:       0.0122  |  0.0285
  ё:       0.0081  |  0.0081
