буква       raw    |   enc
  а:       0.0690  |  0.0259
  б:       0.0129  |  0.0431
  в:       0.0129  |  0.0302
  г:       0.0000  |  0.0172
  д:       0.0345  |  0.0086
  е:       0.0647  |  0.0388
  ж:       0.0086  |  0.0388
  з:       0.0043  |  0.0086
  и:       0.0690  |  0.0259
  й:       0.0216  |  0.0302
  к:       0.0216  |  0.0216
  л:       0.0560  |  0.0086
  м:       0.0259  |  0.0172
  н:       0.0302  |  0.0302
  о:       0.0603  |  0.0474
  п:       0.0388  |  0.0129
  р:       0.0302  |  0.0129
  с:       0.0302  |  0.0216
  т:       0.0302  |  0.0129
  у:       0.0172  |  0.0345
  ф:       0.0000  |  0.0259
  х:       0.0388  |  0.0216
  ц:       0.0043  |  0.0431
  ч:       0.0259  |  0.0216
  ш:       0.0129  |  0.0345
  щ:       0.0000  |  0.0172
  ъ:       0.0000  |  0.0345
  ы:       0.0388  |  0.0388
  ь:       0.0086  |  0.0129
  э:       0.0043  |  0.0172
  ю:       0.0172  |  0.0345
  я:       0.0172  |  0.0172
  ё:       0.0000  |  0.0000
