буква       raw    |   enc
  а:       0.0157  |  0.0157
  б:       0.0471  |  0.0392
  в:       0.0353  |  0.0235
  г:       0.0392  |  0.0275
  д:       0.0431  |  0.0392
  е:       0.0353  |  0.0392
  ж:       0.0157  |  0.0235
  з:       0.0314  |  0.0314
  и:       0.0275  |  0.0314
  й:       0.0510  |  0.0314
  к:       0.0353  |  0.0196
  л:       0.0275  |  0.0627
  м:       0.0431  |  0.0157
  н:       0.0196  |  0.0235
  о:       0.0392  |  0.0353
  п:       0.0392  |  0.0353
  р:       0.0275  |  0.0275
  с:       0.0431  |  0.0235
  т:       0.0196  |  0.0196
  у:       0.0235  |  0.0392
  ф:       0.0314  |  0.0118
  х:       0.0157  |  0.0314
  ц:       0.0157  |  0.0314
  ч:       0.0431  |  0.0314
  ш:       0.0235  |  0.0471
  щ:       0.0275  |  0.0392
  ъ:       0.0118  |  0.0275
  ы:       0.0314  |  0.0314
  ь:       0.0314  |  0.0510
  э:       0.0275  |  0.0235
  ю:       0.0471  |  0.0157
  я:       0.0157  |  0.0314
  ё:       0.0196  |  0.0235
