буква       raw    |   enc
  а:       0.0235  |  0.0235
  б:       0.0118  |  0.0275
  в:       0.0392  |  0.0235
  г:       0.0196  |  0.0471
  д:       0.0314  |  0.0275
  е:       0.0510  |  0.0314
  ж:       0.0314  |  0.0196
  з:       0.0431  |  0.0196
  и:       0.0235  |  0.0118
  й:       0.0510  |  0.0275
  к:       0.0314  |  0.0314
  л:       0.0275  |  0.0353
  м:       0.0235  |  0.0196
  н:       0.0431  |  0.0157
  о:       0.0471  |  0.0314
  п:       0.0314  |  0.0471
  р:       0.0039  |  0.0392
  с:       0.0196  |  0.0549
  т:       0.0392  |  0.0275
  у:       0.0275  |  0.0314
  ф:       0.0235  |  0.0353
  х:       0.0275  |  0.0196
  ц:       0.0275  |  0.0353
  ч:       0.0745  |  0.0353
  ш:       0.0196  |  0.0392
  щ:       0.0431  |  0.0353
  ъ:       0.0157  |  0.0118
  ы:       0.0275  |  0.0196
  ь:       0.0431  |  0.0353
  э:       0.0078  |  0.0314
  ю:       0.0157  |  0.0471
  я:       0.0235  |  0.0314
  ё:       0.0314  |  0.0314
