буква       raw    |   enc
  а:       0.0392  |  0.0353
  б:       0.0196  |  0.0392
  в:       0.0314  |  0.0431
  г:       0.0314  |  0.0196
  д:       0.0235  |  0.0392
  е:       0.0157  |  0.0431
  ж:       0.0157  |  0.0314
  з:       0.0196  |  0.0275
  и:       0.0353  |  0.0627
  й:       0.0431  |  0.0314
  к:       0.0275  |  0.0353
  л:       0.0275  |  0.0196
  м:       0.0275  |  0.0314
  н:       0.0196  |  0.0157
  о:       0.0275  |  0.0314
  п:       0.0314  |  0.0275
  р:       0.0431  |  0.0118
  с:       0.0431  |  0.0431
  т:       0.0235  |  0.0314
  у:       0.0431  |  0.0118
  ф:       0.0275  |  0.0314
  х:       0.0275  |  0.0157
  ц:       0.0431  |  0.0431
  ч:       0.0235  |  0.0314
  ш:       0.0471  |  0.0549
  щ:       0.0118  |  0.0118
  ъ:       0.0392  |  0.0275
  ы:       0.0471  |  0.0196
  ь:       0.0235  |  0.0314
  э:       0.0353  |  0.0314
  ю:       0.0314  |  0.0275
  я:       0.0235  |  0.0275
  ё:       0.0314  |  0.0157
