буква       raw    |   enc
  а:       0.0392  |  0.0275
  б:       0.0549  |  0.0235
  в:       0.0549  |  0.0196
  г:       0.0235  |  0.0353
  д:       0.0196  |  0.0196
  е:       0.0627  |  0.0392
  ж:       0.0275  |  0.0157
  з:       0.0431  |  0.0353
  и:       0.0275  |  0.0275
  й:       0.0235  |  0.0314
  к:       0.0314  |  0.0431
  л:       0.0275  |  0.0275
  м:       0.0157  |  0.0431
  н:       0.0196  |  0.0353
  о:       0.0196  |  0.0275
  п:       0.0314  |  0.0235
  р:       0.0235  |  0.0118
  с:       0.0235  |  0.0314
  т:       0.0196  |  0.0431
  у:       0.0510  |  0.0235
  ф:       0.0118  |  0.0275
  х:       0.0196  |  0.0549
  ц:       0.0392  |  0.0275
  ч:       0.0353  |  0.0196
  ш:       0.0157  |  0.0314
  щ:       0.0392  |  0.0353
  ъ:       0.0196  |  0.0392
  ы:       0.0196  |  0.0275
  ь:       0.0353  |  0.0314
  э:       0.0471  |  0.0353
  ю:       0.0235  |  0.0392
  я:       0.0196  |  0.0235
  ё:       0.0353  |  0.0235
