буква       raw    |   enc
  а:       0.0392  |  0.0157
  б:       0.0314  |  0.0471
  в:       0.0235  |  0.0353
  г:       0.0314  |  0.0392
  д:       0.0314  |  0.0196
  е:       0.0314  |  0.0275
  ж:       0.0392  |  0.0275
  з:       0.0353  |  0.0431
  и:       0.0314  |  0.0157
  й:       0.0353  |  0.0157
  к:       0.0235  |  0.0314
  л:       0.0275  |  0.0235
  м:       0.0157  |  0.0078
  н:       0.0275  |  0.0118
  о:       0.0157  |  0.0275
  п:       0.0235  |  0.0275
  р:       0.0196  |  0.0314
  с:       0.0314  |  0.0392
  т:       0.0431  |  0.0196
  у:       0.0392  |  0.0235
  ф:       0.0275  |  0.0235
  х:       0.0157  |  0.0431
  ц:       0.0314  |  0.0314
  ч:       0.0431  |  0.0353
  ш:       0.0314  |  0.0275
  щ:       0.0314  |  0.0431
  ъ:       0.0392  |  0.0392
  ы:       0.0196  |  0.0588
  ь:       0.0235  |  0.0275
  э:       0.0196  |  0.0471
  ю:       0.0392  |  0.0353
  я:       0.0471  |  0.0314
  ё:       0.0353  |  0.0275
