буква       raw    |   enc
  а:       0.0275  |  0.0275
  б:       0.0353  |  0.0314
  в:       0.0471  |  0.0196
  г:       0.0196  |  0.0196
  д:       0.0392  |  0.0392
  е:       0.0549  |  0.0392
  ж:       0.0196  |  0.0510
  з:       0.0392  |  0.0314
  и:       0.0392  |  0.0275
  й:       0.0157  |  0.0353
  к:       0.0157  |  0.0275
  л:       0.0431  |  0.0235
  м:       0.0235  |  0.0275
  н:       0.0392  |  0.0235
  о:       0.0275  |  0.0314
  п:       0.0235  |  0.0196
  р:       0.0235  |  0.0510
  с:       0.0196  |  0.0157
  т:       0.0314  |  0.0314
  у:       0.0196  |  0.0431
  ф:       0.0471  |  0.0353
  х:       0.0196  |  0.0431
  ц:       0.0314  |  0.0275
  ч:       0.0353  |  0.0235
  ш:       0.0196  |  0.0196
  щ:       0.0431  |  0.0314
  ъ:       0.0314  |  0.0392
  ы:       0.0196  |  0.0157
  ь:       0.0275  |  0.0314
  э:       0.0275  |  0.0353
  ю:       0.0314  |  0.0157
  я:       0.0431  |  0.0471
  ё:       0.0196  |  0.0196
