буква       raw    |   enc
  а:       0.0579  |  0.0289
  б:       0.0041  |  0.0041
  в:       0.0372  |  0.0124
  г:       0.0331  |  0.0248
  д:       0.0248  |  0.0041
  е:       0.0785  |  0.0124
  ж:       0.0124  |  0.0124
  з:       0.0124  |  0.0083
  и:       0.0496  |  0.0289
  й:       0.0083  |  0.0248
  к:       0.0289  |  0.0165
  л:       0.0372  |  0.0289
  м:       0.0207  |  0.0207
  н:       0.0372  |  0.0289
  о:       0.0868  |  0.0289
  п:       0.0124  |  0.0372
  р:       0.0372  |  0.0165
  с:       0.0372  |  0.0207
  т:       0.0661  |  0.0289
  у:       0.0248  |  0.0537
  ф:       0.0041  |  0.0289
  х:       0.0083  |  0.0124
  ц:       0.0041  |  0.0289
  ч:       0.0124  |  0.0372
  ш:       0.0083  |  0.0331
  щ:       0.0000  |  0.0455
  ъ:       0.0000  |  0.0207
  ы:       0.0207  |  0.0165
  ь:       0.0207  |  0.0496
  э:       0.0041  |  0.0248
  ю:       0.0041  |  0.0372
  я:       0.0083  |  0.0165
  ё:       0.0000  |  0.0083
