буква       raw    |   enc
  а:       0.0680  |  0.0280
  б:       0.0200  |  0.0040
  в:       0.0360  |  0.0080
  г:       0.0240  |  0.0160
  д:       0.0160  |  0.0040
  е:       0.0520  |  0.0160
  ж:       0.0080  |  0.0200
  з:       0.0160  |  0.0160
  и:       0.0560  |  0.0200
  й:       0.0200  |  0.0240
  к:       0.0320  |  0.0200
  л:       0.0480  |  0.0360
  м:       0.0120  |  0.0320
  н:       0.0560  |  0.0200
  о:       0.1080  |  0.0200
  п:       0.0120  |  0.0320
  р:       0.0480  |  0.0200
  с:       0.0640  |  0.0240
  т:       0.0520  |  0.0600
  у:       0.0280  |  0.0240
  ф:       0.0040  |  0.0160
  х:       0.0000  |  0.0160
  ц:       0.0000  |  0.0360
  ч:       0.0120  |  0.0440
  ш:       0.0040  |  0.0440
  щ:       0.0080  |  0.0720
  ъ:       0.0000  |  0.0240
  ы:       0.0200  |  0.0240
  ь:       0.0040  |  0.0400
  э:       0.0000  |  0.0360
  ю:       0.0000  |  0.0320
  я:       0.0120  |  0.0080
  ё:       0.0000  |  0.0040
