буква       raw    |   enc
  а:       0.0630  |  0.0084
  б:       0.0210  |  0.0084
  в:       0.0210  |  0.0168
  г:       0.0336  |  0.0084
  д:       0.0042  |  0.0042
  е:       0.0672  |  0.0210
  ж:       0.0000  |  0.0168
  з:       0.0126  |  0.0042
  и:       0.0504  |  0.0210
  й:       0.0000  |  0.0420
  к:       0.0084  |  0.0378
  л:       0.0294  |  0.0294
  м:       0.0462  |  0.0420
  н:       0.0840  |  0.0252
  о:       0.1176  |  0.0210
  п:       0.0210  |  0.0252
  р:       0.0126  |  0.0210
  с:       0.0378  |  0.0210
  т:       0.0378  |  0.0294
  у:       0.0126  |  0.0336
  ф:       0.0000  |  0.0084
  х:       0.0000  |  0.0168
  ц:       0.0000  |  0.0168
  ч:       0.0210  |  0.0168
  ш:       0.0084  |  0.0462
  щ:       0.0042  |  0.0420
  ъ:       0.0000  |  0.0504
  ы:       0.0000  |  0.0336
  ь:       0.0126  |  0.0504
  э:       0.0000  |  0.0126
  ю:       0.0126  |  0.0042
  я:       0.0168  |  0.0042
  ё:       0.0000  |  0.0168
