буква       raw    |   enc
  а:       0.0593  |  0.0395
  б:       0.0079  |  0.0079
  в:       0.0435  |  0.0119
  г:       0.0158  |  0.0158
  д:       0.0277  |  0.0079
  е:       0.0553  |  0.0237
  ж:       0.0000  |  0.0158
  з:       0.0000  |  0.0079
  и:       0.0435  |  0.0158
  й:       0.0079  |  0.0356
  к:       0.0316  |  0.0119
  л:       0.0632  |  0.0198
  м:       0.0198  |  0.0356
  н:       0.0316  |  0.0119
  о:       0.1186  |  0.0316
  п:       0.0158  |  0.0198
  р:       0.0277  |  0.0158
  с:       0.0553  |  0.0119
  т:       0.0474  |  0.0316
  у:       0.0158  |  0.0316
  ф:       0.0000  |  0.0316
  х:       0.0040  |  0.0119
  ц:       0.0000  |  0.0395
  ч:       0.0119  |  0.0237
  ш:       0.0158  |  0.0277
  щ:       0.0000  |  0.0593
  ъ:       0.0040  |  0.0356
  ы:       0.0158  |  0.0356
  ь:       0.0158  |  0.0356
  э:       0.0079  |  0.0277
  ю:       0.0040  |  0.0040
  я:       0.0119  |  0.0119
  ё:       0.0000  |  0.0316
