буква       raw    |   enc
  а:       0.0438  |  0.0120
  б:       0.0120  |  0.0159
  в:       0.0478  |  0.0359
  г:       0.0239  |  0.0279
  д:       0.0080  |  0.0279
  е:       0.0916  |  0.0239
  ж:       0.0159  |  0.0159
  з:       0.0040  |  0.0159
  и:       0.0478  |  0.0159
  й:       0.0199  |  0.0359
  к:       0.0319  |  0.0359
  л:       0.0279  |  0.0438
  м:       0.0438  |  0.0239
  н:       0.0717  |  0.0478
  о:       0.0876  |  0.0239
  п:       0.0239  |  0.0199
  р:       0.0398  |  0.0558
  с:       0.0359  |  0.0319
  т:       0.0398  |  0.0199
  у:       0.0239  |  0.0120
  ф:       0.0000  |  0.0199
  х:       0.0000  |  0.0159
  ц:       0.0000  |  0.0279
  ч:       0.0120  |  0.0120
  ш:       0.0000  |  0.0120
  щ:       0.0159  |  0.0239
  ъ:       0.0000  |  0.0359
  ы:       0.0120  |  0.0438
  ь:       0.0080  |  0.0319
  э:       0.0080  |  0.0199
  ю:       0.0159  |  0.0199
  я:       0.0199  |  0.0279
  ё:       0.0000  |  0.0000
