буква       raw    |   enc
  а:       0.0732  |  0.0122
  б:       0.0041  |  0.0163
  в:       0.0366  |  0.0203
  г:       0.0122  |  0.0081
  д:       0.0244  |  0.0081
  е:       0.0772  |  0.0081
  ж:       0.0122  |  0.0081
  з:       0.0244  |  0.0122
  и:       0.0650  |  0.0285
  й:       0.0285  |  0.0325
  к:       0.0203  |  0.0447
  л:       0.0488  |  0.0244
  м:       0.0203  |  0.0325
  н:       0.0691  |  0.0285
  о:       0.0894  |  0.0325
  п:       0.0285  |  0.0285
  р:       0.0407  |  0.0203
  с:       0.0203  |  0.0203
  т:       0.0488  |  0.0447
  у:       0.0041  |  0.0528
  ф:       0.0000  |  0.0447
  х:       0.0081  |  0.0203
  ц:       0.0122  |  0.0325
  ч:       0.0122  |  0.0488
  ш:       0.0081  |  0.0325
  щ:       0.0000  |  0.0163
  ъ:       0.0000  |  0.0366
  ы:       0.0122  |  0.0203
  ь:       0.0122  |  0.0325
  э:       0.0000  |  0.0122
  ю:       0.0000  |  0.0163
  я:       0.0041  |  0.0203
  ё:       0.0000  |  0.0000
