буква       raw    |   enc
  а:       0.0449  |  0.0122
  б:       0.0245  |  0.0041
  в:       0.0245  |  0.0000
  г:       0.0163  |  0.0122
  д:       0.0367  |  0.0245
  е:       0.0898  |  0.0204
  ж:       0.0122  |  0.0163
  з:       0.0245  |  0.0122
  и:       0.0490  |  0.0204
  й:       0.0041  |  0.0204
  к:       0.0245  |  0.0408
  л:       0.0490  |  0.0204
  м:       0.0327  |  0.0490
  н:       0.0612  |  0.0531
  о:       0.1061  |  0.0286
  п:       0.0163  |  0.0286
  р:       0.0286  |  0.0286
  с:       0.0571  |  0.0163
  т:       0.0163  |  0.0367
  у:       0.0163  |  0.0204
  ф:       0.0000  |  0.0122
  х:       0.0082  |  0.0286
  ц:       0.0000  |  0.0490
  ч:       0.0122  |  0.0367
  ш:       0.0041  |  0.0571
  щ:       0.0000  |  0.0408
  ъ:       0.0000  |  0.0367
  ы:       0.0245  |  0.0367
  ь:       0.0204  |  0.0245
  э:       0.0000  |  0.0163
  ю:       0.0082  |  0.0163
  я:       0.0204  |  0.0122
  ё:       0.0000  |  0.0000
