буква       raw    |   enc
  а:       0.1157  |  0.0124
  б:       0.0083  |  0.0248
  в:       0.0124  |  0.0248
  г:       0.0124  |  0.0165
  д:       0.0165  |  0.0248
  е:       0.0372  |  0.0248
  ж:       0.0041  |  0.0207
  з:       0.0248  |  0.0083
  и:       0.0372  |  0.0248
  й:       0.0041  |  0.0083
  к:       0.0248  |  0.0289
  л:       0.0413  |  0.0248
  м:       0.0248  |  0.0372
  н:       0.0413  |  0.0124
  о:       0.0661  |  0.0124
  п:       0.0207  |  0.0083
  р:       0.0372  |  0.0372
  с:       0.0413  |  0.0248
  т:       0.0661  |  0.0372
  у:       0.0248  |  0.0165
  ф:       0.0000  |  0.0248
  х:       0.0041  |  0.0165
  ц:       0.0000  |  0.0041
  ч:       0.0207  |  0.0248
  ш:       0.0083  |  0.0331
  щ:       0.0000  |  0.0165
  ъ:       0.0000  |  0.0372
  ы:       0.0207  |  0.0165
  ь:       0.0124  |  0.0537
  э:       0.0000  |  0.0165
  ю:       0.0000  |  0.0455
  я:       0.0207  |  0.0165
  ё:       0.0000  |  0.0124
