буква       raw    |   enc
  а:       0.0688  |  0.0202
  б:       0.0162  |  0.0202
  в:       0.0445  |  0.0243
  г:       0.0040  |  0.0081
  д:       0.0283  |  0.0445
  е:       0.0729  |  0.0283
  ж:       0.0000  |  0.0162
  з:       0.0162  |  0.0162
  и:       0.0526  |  0.0364
  й:       0.0202  |  0.0324
  к:       0.0283  |  0.0081
  л:       0.0445  |  0.0324
  м:       0.0162  |  0.0243
  н:       0.0445  |  0.0162
  о:       0.0931  |  0.0324
  п:       0.0324  |  0.0162
  р:       0.0283  |  0.0243
  с:       0.0324  |  0.0202
  т:       0.0405  |  0.0000
  у:       0.0283  |  0.0243
  ф:       0.0000  |  0.0202
  х:       0.0040  |  0.0202
  ц:       0.0040  |  0.0202
  ч:       0.0121  |  0.0283
  ш:       0.0040  |  0.0283
  щ:       0.0121  |  0.0121
  ъ:       0.0000  |  0.0283
  ы:       0.0162  |  0.0486
  ь:       0.0081  |  0.0445
  э:       0.0040  |  0.0121
  ю:       0.0040  |  0.0324
  я:       0.0283  |  0.0243
  ё:       0.0000  |  0.0445
