буква       raw    |   enc
  а:       0.0632  |  0.0079
  б:       0.0158  |  0.0198
  в:       0.0356  |  0.0316
  г:       0.0079  |  0.0277
  д:       0.0316  |  0.0198
  е:       0.0751  |  0.0119
  ж:       0.0158  |  0.0395
  з:       0.0079  |  0.0119
  и:       0.0870  |  0.0237
  й:       0.0119  |  0.0158
  к:       0.0198  |  0.0277
  л:       0.0277  |  0.0237
  м:       0.0435  |  0.0277
  н:       0.0632  |  0.0356
  о:       0.0791  |  0.0316
  п:       0.0158  |  0.0237
  р:       0.0316  |  0.0316
  с:       0.0593  |  0.0198
  т:       0.0356  |  0.0158
  у:       0.0237  |  0.0316
  ф:       0.0000  |  0.0237
  х:       0.0040  |  0.0198
  ц:       0.0000  |  0.0316
  ч:       0.0119  |  0.0435
  ш:       0.0000  |  0.0158
  щ:       0.0000  |  0.0158
  ъ:       0.0000  |  0.0514
  ы:       0.0079  |  0.0158
  ь:       0.0079  |  0.0079
  э:       0.0040  |  0.0198
  ю:       0.0040  |  0.0119
  я:       0.0237  |  0.0395
  ё:       0.0000  |  0.0395
