буква       raw    |   enc
  а:       0.0714  |  0.0210
  б:       0.0168  |  0.0294
  в:       0.0378  |  0.0294
  г:       0.0084  |  0.0336
  д:       0.0252  |  0.0210
  е:       0.0672  |  0.0210
  ж:       0.0042  |  0.0420
  з:       0.0126  |  0.0504
  и:       0.0672  |  0.0252
  й:       0.0000  |  0.0252
  к:       0.0378  |  0.0210
  л:       0.0420  |  0.0252
  м:       0.0168  |  0.0252
  н:       0.0630  |  0.0126
  о:       0.1008  |  0.0126
  п:       0.0252  |  0.0126
  р:       0.0336  |  0.0294
  с:       0.0420  |  0.0378
  т:       0.0504  |  0.0378
  у:       0.0252  |  0.0210
  ф:       0.0000  |  0.0168
  х:       0.0000  |  0.0084
  ц:       0.0000  |  0.0378
  ч:       0.0210  |  0.0084
  ш:       0.0168  |  0.0336
  щ:       0.0000  |  0.0084
  ъ:       0.0000  |  0.0210
  ы:       0.0168  |  0.0336
  ь:       0.0084  |  0.0084
  э:       0.0042  |  0.0168
  ю:       0.0000  |  0.0336
  я:       0.0126  |  0.0336
  ё:       0.0000  |  0.0336
