буква       raw    |   enc
  а:       0.0830  |  0.0158
  б:       0.0000  |  0.0237
  в:       0.0198  |  0.0079
  г:       0.0040  |  0.0277
  д:       0.0316  |  0.0119
  е:       0.0277  |  0.0316
  ж:       0.0198  |  0.0356
  з:       0.0277  |  0.0356
  и:       0.0356  |  0.0158
  й:       0.0079  |  0.0356
  к:       0.0277  |  0.0277
  л:       0.0632  |  0.0237
  м:       0.0158  |  0.0119
  н:       0.0435  |  0.0395
  о:       0.0988  |  0.0316
  п:       0.0198  |  0.0079
  р:       0.0395  |  0.0198
  с:       0.0553  |  0.0395
  т:       0.0356  |  0.0158
  у:       0.0198  |  0.0198
  ф:       0.0000  |  0.0316
  х:       0.0000  |  0.0119
  ц:       0.0000  |  0.0237
  ч:       0.0158  |  0.0158
  ш:       0.0000  |  0.0237
  щ:       0.0000  |  0.0040
  ъ:       0.0000  |  0.0237
  ы:       0.0040  |  0.0119
  ь:       0.0277  |  0.0198
  э:       0.0079  |  0.0435
  ю:       0.0158  |  0.0237
  я:       0.0119  |  0.0198
  ё:       0.0000  |  0.0277
