буква       raw    |   enc
  а:       0.1008  |  0.0161
  б:       0.0121  |  0.0242
  в:       0.0242  |  0.0363
  г:       0.0242  |  0.0161
  д:       0.0081  |  0.0323
  е:       0.0242  |  0.0161
  ж:       0.0081  |  0.0081
  з:       0.0161  |  0.0202
  и:       0.0444  |  0.0202
  й:       0.0121  |  0.0282
  к:       0.0323  |  0.0282
  л:       0.0645  |  0.0202
  м:       0.0323  |  0.0202
  н:       0.0565  |  0.0323
  о:       0.1089  |  0.0202
  п:       0.0161  |  0.0121
  р:       0.0363  |  0.0242
  с:       0.0444  |  0.0282
  т:       0.0645  |  0.0323
  у:       0.0242  |  0.0363
  ф:       0.0040  |  0.0282
  х:       0.0000  |  0.0202
  ц:       0.0081  |  0.0161
  ч:       0.0121  |  0.0242
  ш:       0.0000  |  0.0202
  щ:       0.0000  |  0.0161
  ъ:       0.0000  |  0.0121
  ы:       0.0081  |  0.0444
  ь:       0.0161  |  0.0323
  э:       0.0000  |  0.0363
  ю:       0.0000  |  0.0282
  я:       0.0121  |  0.0403
  ё:       0.0000  |  0.0242
