буква       raw    |   enc
  а:       0.0792  |  0.0417
  б:       0.0125  |  0.0042
  в:       0.0375  |  0.0208
  г:       0.0167  |  0.0208
  д:       0.0167  |  0.0292
  е:       0.0583  |  0.0167
  ж:       0.0083  |  0.0458
  з:       0.0208  |  0.0208
  и:       0.0500  |  0.0250
  й:       0.0083  |  0.0458
  к:       0.0292  |  0.0417
  л:       0.0542  |  0.0208
  м:       0.0333  |  0.0042
  н:       0.0750  |  0.0167
  о:       0.0958  |  0.0208
  п:       0.0167  |  0.0250
  р:       0.0125  |  0.0292
  с:       0.0333  |  0.0042
  т:       0.0458  |  0.0292
  у:       0.0250  |  0.0250
  ф:       0.0000  |  0.0458
  х:       0.0042  |  0.0333
  ц:       0.0042  |  0.0250
  ч:       0.0125  |  0.0250
  ш:       0.0125  |  0.0417
  щ:       0.0000  |  0.0208
  ъ:       0.0000  |  0.0125
  ы:       0.0250  |  0.0250
  ь:       0.0208  |  0.0208
  э:       0.0000  |  0.0250
  ю:       0.0000  |  0.0250
  я:       0.0167  |  0.0125
  ё:       0.0000  |  0.0250
