буква       raw    |   enc
  а:       0.0039  |  0.0275
  б:       0.0353  |  0.0353
  в:       0.0157  |  0.0196
  г:       0.0392  |  0.0314
  д:       0.0000  |  0.0431
  е:       0.0314  |  0.0431
  ж:       0.0275  |  0.0235
  з:       0.0392  |  0.0157
  и:       0.0353  |  0.0314
  й:       0.0196  |  0.0275
  к:       0.0235  |  0.0157
  л:       0.0314  |  0.0196
  м:       0.0510  |  0.0314
  н:       0.0196  |  0.0118
  о:       0.0431  |  0.0314
  п:       0.0392  |  0.0275
  р:       0.0392  |  0.0275
  с:       0.0275  |  0.0353
  т:       0.0275  |  0.0314
  у:       0.0275  |  0.0275
  ф:       0.0471  |  0.0431
  х:       0.0235  |  0.0157
  ц:       0.0549  |  0.0196
  ч:       0.0392  |  0.0314
  ш:       0.0275  |  0.0392
  щ:       0.0431  |  0.0471
  ъ:       0.0431  |  0.0431
  ы:       0.0353  |  0.0353
  ь:       0.0353  |  0.0431
  э:       0.0157  |  0.0275
  ю:       0.0157  |  0.0353
  я:       0.0157  |  0.0314
  ё:       0.0275  |  0.0314
