буква       raw    |   enc
  а:       0.0353  |  0.0196
  б:       0.0157  |  0.0431
  в:       0.0392  |  0.0314
  г:       0.0549  |  0.0157
  д:       0.0235  |  0.0196
  е:       0.0431  |  0.0275
  ж:       0.0235  |  0.0078
  з:       0.0078  |  0.0471
  и:       0.0353  |  0.0235
  й:       0.0471  |  0.0353
  к:       0.0392  |  0.0431
  л:       0.0275  |  0.0353
  м:       0.0314  |  0.0627
  н:       0.0157  |  0.0235
  о:       0.0353  |  0.0275
  п:       0.0235  |  0.0314
  р:       0.0353  |  0.0314
  с:       0.0314  |  0.0275
  т:       0.0431  |  0.0314
  у:       0.0157  |  0.0471
  ф:       0.0275  |  0.0392
  х:       0.0353  |  0.0314
  ц:       0.0235  |  0.0314
  ч:       0.0314  |  0.0235
  ш:       0.0235  |  0.0196
  щ:       0.0353  |  0.0353
  ъ:       0.0196  |  0.0392
  ы:       0.0392  |  0.0275
  ь:       0.0235  |  0.0118
  э:       0.0196  |  0.0275
  ю:       0.0157  |  0.0471
  я:       0.0588  |  0.0275
  ё:       0.0235  |  0.0078
