буква       raw    |   enc
  а:       0.0157  |  0.0431
  б:       0.0392  |  0.0275
  в:       0.0392  |  0.0235
  г:       0.0314  |  0.0314
  д:       0.0157  |  0.0314
  е:       0.0431  |  0.0431
  ж:       0.0196  |  0.0431
  з:       0.0275  |  0.0275
  и:       0.0314  |  0.0275
  й:       0.0392  |  0.0353
  к:       0.0314  |  0.0118
  л:       0.0314  |  0.0078
  м:       0.0353  |  0.0392
  н:       0.0157  |  0.0314
  о:       0.0314  |  0.0431
  п:       0.0196  |  0.0314
  р:       0.0431  |  0.0275
  с:       0.0431  |  0.0157
  т:       0.0196  |  0.0392
  у:       0.0392  |  0.0157
  ф:       0.0275  |  0.0275
  х:       0.0314  |  0.0157
  ц:       0.0353  |  0.0196
  ч:       0.0275  |  0.0314
  ш:       0.0157  |  0.0353
  щ:       0.0510  |  0.0353
  ъ:       0.0353  |  0.0314
  ы:       0.0235  |  0.0353
  ь:       0.0353  |  0.0235
  э:       0.0235  |  0.0196
  ю:       0.0078  |  0.0510
  я:       0.0314  |  0.0353
  ё:       0.0431  |  0.0431
