буква       raw    |   enc
  а:       0.0235  |  0.0353
  б:       0.0118  |  0.0353
  в:       0.0392  |  0.0353
  г:       0.0196  |  0.0118
  д:       0.0314  |  0.0588
  е:       0.0510  |  0.0196
  ж:       0.0314  |  0.0157
  з:       0.0431  |  0.0118
  и:       0.0235  |  0.0275
  й:       0.0510  |  0.0353
  к:       0.0314  |  0.0235
  л:       0.0275  |  0.0275
  м:       0.0235  |  0.0588
  н:       0.0431  |  0.0353
  о:       0.0471  |  0.0235
  п:       0.0314  |  0.0275
  р:       0.0039  |  0.0235
  с:       0.0196  |  0.0353
  т:       0.0392  |  0.0275
  у:       0.0275  |  0.0471
  ф:       0.0235  |  0.0471
  х:       0.0275  |  0.0431
  ц:       0.0275  |  0.0235
  ч:       0.0745  |  0.0431
  ш:       0.0196  |  0.0196
  щ:       0.0431  |  0.0196
  ъ:       0.0157  |  0.0196
  ы:       0.0275  |  0.0235
  ь:       0.0431  |  0.0510
  э:       0.0078  |  0.0196
  ю:       0.0157  |  0.0235
  я:       0.0235  |  0.0196
  ё:       0.0314  |  0.0314
