буква       raw    |   enc
  а:       0.0157  |  0.0196
  б:       0.0471  |  0.0275
  в:       0.0353  |  0.0392
  г:       0.0392  |  0.0118
  д:       0.0431  |  0.0078
  е:       0.0353  |  0.0157
  ж:       0.0157  |  0.0275
  з:       0.0314  |  0.0275
  и:       0.0275  |  0.0275
  й:       0.0510  |  0.0118
  к:       0.0353  |  0.0314
  л:       0.0275  |  0.0157
  м:       0.0431  |  0.0275
  н:       0.0196  |  0.0235
  о:       0.0392  |  0.0392
  п:       0.0392  |  0.0353
  р:       0.0275  |  0.0353
  с:       0.0431  |  0.0196
  т:       0.0196  |  0.0275
  у:       0.0235  |  0.0353
  ф:       0.0314  |  0.0549
  х:       0.0157  |  0.0549
  ц:       0.0157  |  0.0314
  ч:       0.0431  |  0.0471
  ш:       0.0235  |  0.0471
  щ:       0.0275  |  0.0235
  ъ:       0.0118  |  0.0314
  ы:       0.0314  |  0.0235
  ь:       0.0314  |  0.0627
  э:       0.0275  |  0.0431
  ю:       0.0471  |  0.0118
  я:       0.0157  |  0.0235
  ё:       0.0196  |  0.0392
