буква       raw    |   enc
  а:       0.0431  |  0.0353
  б:       0.0275  |  0.0275
  в:       0.0275  |  0.0510
  г:       0.0353  |  0.0353
  д:       0.0235  |  0.0275
  е:       0.0392  |  0.0353
  ж:       0.0275  |  0.0039
  з:       0.0275  |  0.0314
  и:       0.0275  |  0.0353
  й:       0.0118  |  0.0471
  к:       0.0353  |  0.0471
  л:       0.0431  |  0.0471
  м:       0.0235  |  0.0235
  н:       0.0196  |  0.0392
  о:       0.0353  |  0.0157
  п:       0.0392  |  0.0039
  р:       0.0275  |  0.0275
  с:       0.0275  |  0.0431
  т:       0.0235  |  0.0235
  у:       0.0392  |  0.0275
  ф:       0.0392  |  0.0353
  х:       0.0314  |  0.0235
  ц:       0.0353  |  0.0157
  ч:       0.0275  |  0.0431
  ш:       0.0235  |  0.0471
  щ:       0.0275  |  0.0353
  ъ:       0.0392  |  0.0157
  ы:       0.0314  |  0.0431
  ь:       0.0275  |  0.0118
  э:       0.0314  |  0.0314
  ю:       0.0196  |  0.0275
  я:       0.0431  |  0.0235
  ё:       0.0196  |  0.0196
