буква       raw    |   enc
  а:       0.0690  |  0.0129
  б:       0.0129  |  0.0129
  в:       0.0129  |  0.0129
  г:       0.0000  |  0.0216
  д:       0.0345  |  0.0216
  е:       0.0647  |  0.0216
  ж:       0.0086  |  0.0259
  з:       0.0043  |  0.0259
  и:       0.0690  |  0.0172
  й:       0.0216  |  0.0345
  к:       0.0216  |  0.0172
  л:       0.0560  |  0.0172
  м:       0.0259  |  0.0216
  н:       0.0302  |  0.0259
  о:       0.0603  |  0.0302
  п:       0.0388  |  0.0302
  р:       0.0302  |  0.0172
  с:       0.0302  |  0.0043
  т:       0.0302  |  0.0517
  у:       0.0172  |  0.0345
  ф:       0.0000  |  0.0345
  х:       0.0388  |  0.0216
  ц:       0.0043  |  0.0302
  ч:       0.0259  |  0.0259
  ш:       0.0129  |  0.0216
  щ:       0.0000  |  0.0560
  ъ:       0.0000  |  0.0259
  ы:       0.0388  |  0.0388
  ь:       0.0086  |  0.0302
  э:       0.0043  |  0.0216
  ю:       0.0172  |  0.0259
  я:       0.0172  |  0.0172
  ё:       0.0000  |  0.0000
