буква       raw    |   enc
  а:       0.0490  |  0.0041
  б:       0.0122  |  0.0163
  в:       0.0204  |  0.0082
  г:       0.0327  |  0.0082
  д:       0.0449  |  0.0204
  е:       0.0694  |  0.0082
  ж:       0.0041  |  0.0122
  з:       0.0122  |  0.0286
  и:       0.0694  |  0.0204
  й:       0.0245  |  0.0245
  к:       0.0122  |  0.0286
  л:       0.0490  |  0.0204
  м:       0.0286  |  0.0286
  н:       0.0531  |  0.0694
  о:       0.0735  |  0.0286
  п:       0.0245  |  0.0082
  р:       0.0449  |  0.0286
  с:       0.0449  |  0.0367
  т:       0.0367  |  0.0367
  у:       0.0204  |  0.0204
  ф:       0.0000  |  0.0245
  х:       0.0000  |  0.0327
  ц:       0.0041  |  0.0408
  ч:       0.0041  |  0.0327
  ш:       0.0041  |  0.0204
  щ:       0.0041  |  0.0408
  ъ:       0.0000  |  0.0327
  ы:       0.0367  |  0.0408
  ь:       0.0082  |  0.0122
  э:       0.0000  |  0.0245
  ю:       0.0082  |  0.0204
  я:       0.0082  |  0.0245
  ё:       0.0000  |  0.0000
