буква       raw    |   enc
  а:       0.0588  |  0.0084
  б:       0.0210  |  0.0042
  в:       0.0336  |  0.0000
  г:       0.0000  |  0.0084
  д:       0.0294  |  0.0210
  е:       0.0336  |  0.0210
  ж:       0.0042  |  0.0000
  з:       0.0084  |  0.0168
  и:       0.0756  |  0.0168
  й:       0.0210  |  0.0210
  к:       0.0126  |  0.0168
  л:       0.0462  |  0.0336
  м:       0.0168  |  0.0252
  н:       0.0420  |  0.0168
  о:       0.0840  |  0.0294
  п:       0.0168  |  0.0126
  р:       0.0378  |  0.0210
  с:       0.0546  |  0.0294
  т:       0.0630  |  0.0294
  у:       0.0252  |  0.0252
  ф:       0.0000  |  0.0294
  х:       0.0084  |  0.0378
  ц:       0.0000  |  0.0378
  ч:       0.0042  |  0.0420
  ш:       0.0042  |  0.0336
  щ:       0.0000  |  0.0378
  ъ:       0.0000  |  0.0294
  ы:       0.0168  |  0.0420
  ь:       0.0168  |  0.0336
  э:       0.0042  |  0.0420
  ю:       0.0042  |  0.0252
  я:       0.0126  |  0.0084
  ё:       0.0042  |  0.0042
