буква       raw    |   enc
  а:       0.0478  |  0.0279
  б:       0.0080  |  0.0040
  в:       0.0199  |  0.0159
  г:       0.0120  |  0.0199
  д:       0.0279  |  0.0239
  е:       0.0239  |  0.0279
  ж:       0.0040  |  0.0120
  з:       0.0080  |  0.0080
  и:       0.0398  |  0.0199
  й:       0.0279  |  0.0319
  к:       0.0518  |  0.0120
  л:       0.0438  |  0.0199
  м:       0.0239  |  0.0199
  н:       0.0239  |  0.0199
  о:       0.0797  |  0.0359
  п:       0.0359  |  0.0120
  р:       0.0279  |  0.0279
  с:       0.0438  |  0.0080
  т:       0.0558  |  0.0080
  у:       0.0159  |  0.0438
  ф:       0.0040  |  0.0159
  х:       0.0080  |  0.0199
  ц:       0.0000  |  0.0319
  ч:       0.0080  |  0.0398
  ш:       0.0159  |  0.0279
  щ:       0.0040  |  0.0398
  ъ:       0.0000  |  0.0359
  ы:       0.0398  |  0.0279
  ь:       0.0120  |  0.0398
  э:       0.0040  |  0.0239
  ю:       0.0000  |  0.0199
  я:       0.0080  |  0.0000
  ё:       0.0159  |  0.0199
