буква       raw    |   enc
  а:       0.0637  |  0.0199
  б:       0.0239  |  0.0159
  в:       0.0239  |  0.0159
  г:       0.0080  |  0.0120
  д:       0.0239  |  0.0080
  е:       0.0438  |  0.0199
  ж:       0.0120  |  0.0239
  з:       0.0199  |  0.0080
  и:       0.0398  |  0.0199
  й:       0.0239  |  0.0239
  к:       0.0398  |  0.0398
  л:       0.0398  |  0.0159
  м:       0.0398  |  0.0199
  н:       0.0398  |  0.0438
  о:       0.1155  |  0.0080
  п:       0.0239  |  0.0279
  р:       0.0319  |  0.0199
  с:       0.0279  |  0.0159
  т:       0.0677  |  0.0279
  у:       0.0159  |  0.0239
  ф:       0.0000  |  0.0279
  х:       0.0000  |  0.0199
  ц:       0.0000  |  0.0159
  ч:       0.0199  |  0.0319
  ш:       0.0040  |  0.0279
  щ:       0.0000  |  0.0598
  ъ:       0.0000  |  0.0359
  ы:       0.0239  |  0.0398
  ь:       0.0239  |  0.0438
  э:       0.0080  |  0.0279
  ю:       0.0000  |  0.0279
  я:       0.0120  |  0.0120
  ё:       0.0000  |  0.0359
