буква       raw    |   enc
  а:       0.0558  |  0.0120
  б:       0.0120  |  0.0080
  в:       0.0398  |  0.0120
  г:       0.0159  |  0.0239
  д:       0.0199  |  0.0120
  е:       0.0757  |  0.0199
  ж:       0.0159  |  0.0159
  з:       0.0080  |  0.0080
  и:       0.0478  |  0.0080
  й:       0.0120  |  0.0319
  к:       0.0120  |  0.0359
  л:       0.0359  |  0.0239
  м:       0.0359  |  0.0438
  н:       0.0598  |  0.0359
  о:       0.0757  |  0.0359
  п:       0.0239  |  0.0239
  р:       0.0438  |  0.0239
  с:       0.0438  |  0.0159
  т:       0.0558  |  0.0359
  у:       0.0398  |  0.0199
  ф:       0.0000  |  0.0159
  х:       0.0120  |  0.0359
  ц:       0.0000  |  0.0478
  ч:       0.0040  |  0.0598
  ш:       0.0080  |  0.0398
  щ:       0.0000  |  0.0199
  ъ:       0.0000  |  0.0359
  ы:       0.0159  |  0.0239
  ь:       0.0120  |  0.0080
  э:       0.0000  |  0.0199
  ю:       0.0120  |  0.0279
  я:       0.0120  |  0.0239
  ё:       0.0000  |  0.0000
