буква       raw    |   enc
  а:       0.0366  |  0.0163
  б:       0.0163  |  0.0041
  в:       0.0366  |  0.0122
  г:       0.0081  |  0.0285
  д:       0.0366  |  0.0000
  е:       0.1098  |  0.0325
  ж:       0.0000  |  0.0122
  з:       0.0203  |  0.0122
  и:       0.0569  |  0.0325
  й:       0.0203  |  0.0244
  к:       0.0122  |  0.0244
  л:       0.0488  |  0.0163
  м:       0.0203  |  0.0163
  н:       0.0854  |  0.0366
  о:       0.0528  |  0.0325
  п:       0.0163  |  0.0366
  р:       0.0366  |  0.0244
  с:       0.0325  |  0.0163
  т:       0.0285  |  0.0528
  у:       0.0203  |  0.0325
  ф:       0.0000  |  0.0244
  х:       0.0163  |  0.0203
  ц:       0.0081  |  0.0163
  ч:       0.0122  |  0.0447
  ш:       0.0041  |  0.0366
  щ:       0.0041  |  0.0447
  ъ:       0.0000  |  0.0447
  ы:       0.0366  |  0.0325
  ь:       0.0163  |  0.0366
  э:       0.0000  |  0.0122
  ю:       0.0081  |  0.0244
  я:       0.0122  |  0.0041
  ё:       0.0000  |  0.0081
