буква       raw    |   enc
  а:       0.0196  |  0.0510
  б:       0.0275  |  0.0314
  в:       0.0196  |  0.0314
  г:       0.0275  |  0.0353
  д:       0.0431  |  0.0235
  е:       0.0157  |  0.0353
  ж:       0.0392  |  0.0157
  з:       0.0588  |  0.0471
  и:       0.0157  |  0.0235
  й:       0.0392  |  0.0431
  к:       0.0275  |  0.0314
  л:       0.0235  |  0.0235
  м:       0.0314  |  0.0157
  н:       0.0196  |  0.0235
  о:       0.0392  |  0.0314
  п:       0.0235  |  0.0196
  р:       0.0078  |  0.0275
  с:       0.0157  |  0.0392
  т:       0.0275  |  0.0314
  у:       0.0510  |  0.0392
  ф:       0.0431  |  0.0392
  х:       0.0431  |  0.0235
  ц:       0.0549  |  0.0275
  ч:       0.0353  |  0.0196
  ш:       0.0157  |  0.0157
  щ:       0.0157  |  0.0196
  ъ:       0.0235  |  0.0314
  ы:       0.0275  |  0.0314
  ь:       0.0275  |  0.0431
  э:       0.0431  |  0.0314
  ю:       0.0235  |  0.0314
  я:       0.0392  |  0.0314
  ё:       0.0353  |  0.0353
