буква       raw    |   enc
  а:       0.0275  |  0.0235
  б:       0.0353  |  0.0314
  в:       0.0471  |  0.0314
  г:       0.0196  |  0.0235
  д:       0.0392  |  0.0157
  е:       0.0549  |  0.0118
  ж:       0.0196  |  0.0275
  з:       0.0392  |  0.0353
  и:       0.0392  |  0.0275
  й:       0.0157  |  0.0235
  к:       0.0157  |  0.0314
  л:       0.0431  |  0.0471
  м:       0.0235  |  0.0196
  н:       0.0392  |  0.0431
  о:       0.0275  |  0.0235
  п:       0.0235  |  0.0471
  р:       0.0235  |  0.0235
  с:       0.0196  |  0.0275
  т:       0.0314  |  0.0431
  у:       0.0196  |  0.0314
  ф:       0.0471  |  0.0471
  х:       0.0196  |  0.0431
  ц:       0.0314  |  0.0392
  ч:       0.0353  |  0.0314
  ш:       0.0196  |  0.0471
  щ:       0.0431  |  0.0549
  ъ:       0.0314  |  0.0235
  ы:       0.0196  |  0.0157
  ь:       0.0275  |  0.0196
  э:       0.0275  |  0.0235
  ю:       0.0314  |  0.0353
  я:       0.0431  |  0.0118
  ё:       0.0196  |  0.0196
