буква       raw    |   enc
  а:       0.0275  |  0.0078
  б:       0.0314  |  0.0118
  в:       0.0314  |  0.0196
  г:       0.0353  |  0.0157
  д:       0.0353  |  0.0353
  е:       0.0235  |  0.0118
  ж:       0.0314  |  0.0353
  з:       0.0078  |  0.0431
  и:       0.0235  |  0.0314
  й:       0.0196  |  0.0471
  к:       0.0353  |  0.0314
  л:       0.0275  |  0.0235
  м:       0.0353  |  0.0235
  н:       0.0314  |  0.0235
  о:       0.0471  |  0.0235
  п:       0.0392  |  0.0353
  р:       0.0235  |  0.0353
  с:       0.0235  |  0.0039
  т:       0.0275  |  0.0353
  у:       0.0392  |  0.0314
  ф:       0.0627  |  0.0157
  х:       0.0157  |  0.0588
  ц:       0.0157  |  0.0314
  ч:       0.0157  |  0.0431
  ш:       0.0235  |  0.0196
  щ:       0.0196  |  0.0353
  ъ:       0.0275  |  0.0510
  ы:       0.0353  |  0.0471
  ь:       0.0314  |  0.0196
  э:       0.0471  |  0.0471
  ю:       0.0353  |  0.0235
  я:       0.0392  |  0.0471
  ё:       0.0353  |  0.0353
