буква       raw    |   enc
  а:       0.0235  |  0.0392
  б:       0.0118  |  0.0353
  в:       0.0392  |  0.0510
  г:       0.0196  |  0.0235
  д:       0.0314  |  0.0157
  е:       0.0510  |  0.0431
  ж:       0.0314  |  0.0353
  з:       0.0431  |  0.0235
  и:       0.0235  |  0.0157
  й:       0.0510  |  0.0471
  к:       0.0314  |  0.0157
  л:       0.0275  |  0.0157
  м:       0.0235  |  0.0431
  н:       0.0431  |  0.0392
  о:       0.0471  |  0.0510
  п:       0.0314  |  0.0235
  р:       0.0039  |  0.0353
  с:       0.0196  |  0.0275
  т:       0.0392  |  0.0235
  у:       0.0275  |  0.0471
  ф:       0.0235  |  0.0314
  х:       0.0275  |  0.0235
  ц:       0.0275  |  0.0353
  ч:       0.0745  |  0.0392
  ш:       0.0196  |  0.0275
  щ:       0.0431  |  0.0235
  ъ:       0.0157  |  0.0196
  ы:       0.0275  |  0.0235
  ь:       0.0431  |  0.0235
  э:       0.0078  |  0.0353
  ю:       0.0157  |  0.0235
  я:       0.0235  |  0.0235
  ё:       0.0314  |  0.0196
