буква       raw    |   enc
  а:       0.0471  |  0.0235
  б:       0.0118  |  0.0275
  в:       0.0235  |  0.0275
  г:       0.0157  |  0.0392
  д:       0.0157  |  0.0235
  е:       0.0431  |  0.0353
  ж:       0.0353  |  0.0314
  з:       0.0392  |  0.0275
  и:       0.0235  |  0.0235
  й:       0.0353  |  0.0196
  к:       0.0588  |  0.0431
  л:       0.0275  |  0.0314
  м:       0.0196  |  0.0235
  н:       0.0353  |  0.0392
  о:       0.0588  |  0.0314
  п:       0.0196  |  0.0157
  р:       0.0353  |  0.0431
  с:       0.0314  |  0.0314
  т:       0.0314  |  0.0275
  у:       0.0353  |  0.0196
  ф:       0.0196  |  0.0314
  х:       0.0235  |  0.0353
  ц:       0.0078  |  0.0353
  ч:       0.0471  |  0.0431
  ш:       0.0235  |  0.0196
  щ:       0.0157  |  0.0392
  ъ:       0.0275  |  0.0235
  ы:       0.0314  |  0.0235
  ь:       0.0510  |  0.0196
  э:       0.0118  |  0.0235
  ю:       0.0392  |  0.0471
  я:       0.0157  |  0.0314
  ё:       0.0431  |  0.0431
