буква       raw    |   enc
  а:       0.0353  |  0.0353
  б:       0.0275  |  0.0314
  в:       0.0275  |  0.0353
  г:       0.0392  |  0.0196
  д:       0.0431  |  0.0275
  е:       0.0157  |  0.0549
  ж:       0.0471  |  0.0353
  з:       0.0353  |  0.0353
  и:       0.0235  |  0.0275
  й:       0.0235  |  0.0275
  к:       0.0196  |  0.0549
  л:       0.0275  |  0.0353
  м:       0.0431  |  0.0196
  н:       0.0353  |  0.0157
  о:       0.0510  |  0.0588
  п:       0.0314  |  0.0314
  р:       0.0157  |  0.0431
  с:       0.0235  |  0.0314
  т:       0.0314  |  0.0275
  у:       0.0353  |  0.0196
  ф:       0.0314  |  0.0157
  х:       0.0196  |  0.0118
  ц:       0.0118  |  0.0471
  ч:       0.0314  |  0.0392
  ш:       0.0392  |  0.0196
  щ:       0.0314  |  0.0431
  ъ:       0.0275  |  0.0157
  ы:       0.0235  |  0.0235
  ь:       0.0275  |  0.0235
  э:       0.0314  |  0.0196
  ю:       0.0353  |  0.0157
  я:       0.0353  |  0.0353
  ё:       0.0235  |  0.0235
