буква       raw    |   enc
  а:       0.0935  |  0.0163
  б:       0.0163  |  0.0244
  в:       0.0447  |  0.0203
  г:       0.0122  |  0.0285
  д:       0.0244  |  0.0325
  е:       0.0447  |  0.0325
  ж:       0.0203  |  0.0244
  з:       0.0163  |  0.0041
  и:       0.0528  |  0.0203
  й:       0.0163  |  0.0244
  к:       0.0203  |  0.0488
  л:       0.0488  |  0.0407
  м:       0.0285  |  0.0081
  н:       0.0528  |  0.0122
  о:       0.0610  |  0.0244
  п:       0.0122  |  0.0366
  р:       0.0285  |  0.0407
  с:       0.0528  |  0.0203
  т:       0.0447  |  0.0244
  у:       0.0163  |  0.0285
  ф:       0.0000  |  0.0366
  х:       0.0122  |  0.0203
  ц:       0.0041  |  0.0325
  ч:       0.0163  |  0.0366
  ш:       0.0041  |  0.0244
  щ:       0.0000  |  0.0285
  ъ:       0.0000  |  0.0285
  ы:       0.0244  |  0.0122
  ь:       0.0285  |  0.0163
  э:       0.0000  |  0.0203
  ю:       0.0122  |  0.0366
  я:       0.0081  |  0.0122
  ё:       0.0000  |  0.0000
