буква       raw    |   enc
  а:       0.0664  |  0.0124
  б:       0.0166  |  0.0373
  в:       0.0332  |  0.0166
  г:       0.0083  |  0.0166
  д:       0.0124  |  0.0207
  е:       0.0788  |  0.0249
  ж:       0.0083  |  0.0124
  з:       0.0041  |  0.0166
  и:       0.0539  |  0.0166
  й:       0.0041  |  0.0166
  к:       0.0249  |  0.0456
  л:       0.0415  |  0.0290
  м:       0.0124  |  0.0290
  н:       0.0290  |  0.0290
  о:       0.0705  |  0.0166
  п:       0.0290  |  0.0373
  р:       0.0373  |  0.0166
  с:       0.0373  |  0.0290
  т:       0.0664  |  0.0083
  у:       0.0290  |  0.0249
  ф:       0.0000  |  0.0207
  х:       0.0041  |  0.0166
  ц:       0.0124  |  0.0249
  ч:       0.0166  |  0.0166
  ш:       0.0124  |  0.0332
  щ:       0.0041  |  0.0166
  ъ:       0.0000  |  0.0207
  ы:       0.0166  |  0.0124
  ь:       0.0166  |  0.0415
  э:       0.0000  |  0.0290
  ю:       0.0000  |  0.0373
  я:       0.0041  |  0.0249
  ё:       0.0041  |  0.0041
