буква       raw    |   enc
  а:       0.0628  |  0.0042
  б:       0.0084  |  0.0167
  в:       0.0377  |  0.0042
  г:       0.0209  |  0.0460
  д:       0.0209  |  0.0167
  е:       0.0669  |  0.0209
  ж:       0.0000  |  0.0042
  з:       0.0126  |  0.0126
  и:       0.0502  |  0.0293
  й:       0.0335  |  0.0209
  к:       0.0126  |  0.0251
  л:       0.0586  |  0.0209
  м:       0.0209  |  0.0251
  н:       0.0586  |  0.0251
  о:       0.0962  |  0.0293
  п:       0.0335  |  0.0377
  р:       0.0377  |  0.0460
  с:       0.0209  |  0.0084
  т:       0.0418  |  0.0544
  у:       0.0126  |  0.0335
  ф:       0.0000  |  0.0126
  х:       0.0126  |  0.0377
  ц:       0.0126  |  0.0335
  ч:       0.0042  |  0.0544
  ш:       0.0084  |  0.0418
  щ:       0.0042  |  0.0544
  ъ:       0.0000  |  0.0084
  ы:       0.0460  |  0.0377
  ь:       0.0084  |  0.0126
  э:       0.0042  |  0.0167
  ю:       0.0042  |  0.0084
  я:       0.0000  |  0.0126
  ё:       0.0000  |  0.0000
