буква       raw    |   enc
  а:       0.0482  |  0.0219
  б:       0.0088  |  0.0439
  в:       0.0307  |  0.0132
  г:       0.0175  |  0.0219
  д:       0.0263  |  0.0219
  е:       0.0789  |  0.0526
  ж:       0.0132  |  0.0219
  з:       0.0263  |  0.0263
  и:       0.0614  |  0.0263
  й:       0.0088  |  0.0219
  к:       0.0132  |  0.0219
  л:       0.0702  |  0.0132
  м:       0.0175  |  0.0307
  н:       0.0702  |  0.0351
  о:       0.0746  |  0.0088
  п:       0.0219  |  0.0263
  р:       0.0175  |  0.0088
  с:       0.0219  |  0.0351
  т:       0.0439  |  0.0219
  у:       0.0175  |  0.0395
  ф:       0.0000  |  0.0263
  х:       0.0088  |  0.0351
  ц:       0.0088  |  0.0175
  ч:       0.0132  |  0.0219
  ш:       0.0044  |  0.0175
  щ:       0.0000  |  0.0351
  ъ:       0.0000  |  0.0132
  ы:       0.0351  |  0.0088
  ь:       0.0263  |  0.0263
  э:       0.0000  |  0.0307
  ю:       0.0000  |  0.0263
  я:       0.0000  |  0.0132
  ё:       0.0000  |  0.0000
