буква       raw    |   enc
  а:       0.0331  |  0.0372
  б:       0.0165  |  0.0207
  в:       0.0331  |  0.0372
  г:       0.0289  |  0.0207
  д:       0.0248  |  0.0165
  е:       0.0950  |  0.0165
  ж:       0.0041  |  0.0331
  з:       0.0083  |  0.0331
  и:       0.0661  |  0.0248
  й:       0.0207  |  0.0248
  к:       0.0124  |  0.0248
  л:       0.0248  |  0.0496
  м:       0.0289  |  0.0041
  н:       0.0909  |  0.0207
  о:       0.1033  |  0.0124
  п:       0.0165  |  0.0207
  р:       0.0331  |  0.0331
  с:       0.0579  |  0.0372
  т:       0.0207  |  0.0248
  у:       0.0165  |  0.0207
  ф:       0.0000  |  0.0124
  х:       0.0124  |  0.0331
  ц:       0.0041  |  0.0165
  ч:       0.0124  |  0.0083
  ш:       0.0041  |  0.0207
  щ:       0.0000  |  0.0207
  ъ:       0.0000  |  0.0331
  ы:       0.0207  |  0.0331
  ь:       0.0083  |  0.0413
  э:       0.0041  |  0.0289
  ю:       0.0000  |  0.0248
  я:       0.0000  |  0.0165
  ё:       0.0000  |  0.0000
