буква       raw    |   enc
  а:       0.0498  |  0.0166
  б:       0.0207  |  0.0290
  в:       0.0539  |  0.0166
  г:       0.0207  |  0.0207
  д:       0.0290  |  0.0041
  е:       0.0664  |  0.0083
  ж:       0.0000  |  0.0083
  з:       0.0332  |  0.0166
  и:       0.0539  |  0.0166
  й:       0.0207  |  0.0207
  к:       0.0207  |  0.0373
  л:       0.0456  |  0.0207
  м:       0.0041  |  0.0249
  н:       0.0290  |  0.0415
  о:       0.0871  |  0.0373
  п:       0.0166  |  0.0249
  р:       0.0332  |  0.0166
  с:       0.0166  |  0.0083
  т:       0.0207  |  0.0207
  у:       0.0249  |  0.0415
  ф:       0.0000  |  0.0373
  х:       0.0207  |  0.0373
  ц:       0.0083  |  0.0290
  ч:       0.0207  |  0.0207
  ш:       0.0041  |  0.0332
  щ:       0.0041  |  0.0415
  ъ:       0.0000  |  0.0124
  ы:       0.0207  |  0.0249
  ь:       0.0083  |  0.0290
  э:       0.0083  |  0.0083
  ю:       0.0041  |  0.0249
  я:       0.0166  |  0.0124
  ё:       0.0041  |  0.0249
